Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_BTTR,Geo_BTBG,Geo_PUMA5,Geo_PUMA1,SE_A00001_001,SE_A00002_001,SE_A00002_002,SE_A00002_003,SE_A02001_001,SE_A02001_002,SE_A02001_003,SE_A01001_001,SE_A01001_002,SE_A01001_003,SE_A01001_004,SE_A01001_005,SE_A01001_006,SE_A01001_007,SE_A01001_008,SE_A01001_009,SE_A01001_010,SE_A01001_011,SE_A01001_012,SE_A01001_013,SE_A01004_001,SE_A01004_002,SE_A01004_003,SE_A03001_001,SE_A03001_002,SE_A03001_003,SE_A03001_004,SE_A03001_005,SE_A03001_006,SE_A03001_007,SE_A03001_008,SE_A04001_001,SE_A04001_002,SE_A04001_003,SE_A04001_004,SE_A04001_005,SE_A04001_006,SE_A04001_007,SE_A04001_008,SE_A04001_009,SE_A04001_010,SE_A04001_011,SE_A04001_012,SE_A04001_013,SE_A04001_014,SE_A04001_015,SE_A04001_016,SE_A04001_017,SE_A10008_001,SE_A10008_002,SE_A10008_003,SE_A10008_004,SE_A10008_005,SE_A10008_006,SE_A10008_007,SE_A10008_008,SE_A10008_009,SE_A11001_001,SE_A11001_002,SE_A11001_003,SE_A11001_004,SE_A11001_005,SE_A11001_006,SE_A12001_001,SE_A12001_002,SE_A12001_003,SE_A12001_004,SE_A12001_005,SE_A12001_006,SE_A12001_007,SE_A12001_008,SE_A12003_001,SE_A12003_002,SE_A12003_003,SE_A14006_001,SE_A10001_001,SE_A10060_001,SE_A10060_002,SE_A10060_003,SE_A10044_001,SE_A10044_002,SE_A10044_003,SE_A10047_001,SE_A10047_002,SE_A10047_003,SE_A10047_004,SE_A10032_001,SE_A10032_002,SE_A10032_003,SE_A10032_004,SE_A10032_005,SE_A10032_006,SE_A10032_007,SE_A10032_008,SE_A10032_009,SE_A10032_010,SE_A10032_011,SE_A10032_012,SE_A10057_001,SE_A10034_001,SE_A10034_002,SE_A10034_003,SE_A10034_004,SE_A10034_005,SE_A10034_006,SE_A10034_007,SE_A10034_008,SE_A10036_001,SE_A18009_001,SE_A18003_001,SE_A10037_001,SE_A10037_002,SE_A10037_003,SE_A13002_001,SE_A13002_002,SE_A13002_003,SE_A13002_004,SE_A13002_005,SE_A13002_006,SE_A13002_007,SE_A13002_008,SE_A13002_009,SE_A13002_010,SE_A13002_011,SE_A13004_001,SE_A13004_002,SE_A13004_003,SE_A13004_004,SE_A13004_005,SE_A13004_006,SE_A13004_007,SE_B13004_001,SE_B13004_002,SE_B13004_003,SE_B13004_004,SE_B13004_005,SE_A06001_001,SE_A06001_002,SE_A06001_003,SE_A06001_004,SE_A06001_005
"06037212203","14000US06037212203","Census Tract 2122.03","Census Tract 2122.03, Los Angeles County, California","ca","140","00","ACSSF","0004469",,,,,"06","037",,,,"212203",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2978,2978,72547.73,0.0410488388363189,2978,1344,1634,2978,114,113,167,128,354,538,542,446,82,247,127,120,36.8,35.6,39.2,2978,697,129,0,740,25,1315,72,2978,1110,161,123,0,740,25,19,42,1868,536,6,0,0,0,1296,30,1473,527,213,314,81,233,946,378,568,2584,1510,496,65,214,299,2102,1204,338,185,295,51,29,0,86,21,65,22938,1585,1473,0,1473,1585,1473,112,112,61,0,51,1585,31,31,0,0,22,10,169,534,800,19,0,1955,1473,649,724,0,0,0,0,100,,909,39.2999992370605,,,,527,245,82,9,10,0,10,144,103,41,282,2978,311,396,784,305,375,807,2978,1491,680,2171,807,2978,885,2093,584,1509
"06037212204","14000US06037212204","Census Tract 2122.04","Census Tract 2122.04, Los Angeles County, California","ca","140","00","ACSSF","0004470",,,,,"06","037",,,,"212204",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3383,3383,41100.12,0.0823111921754078,3383,1670,1713,3383,313,326,134,141,190,657,621,330,332,222,117,0,34,35.6,32.2,3383,970,274,13,608,0,1475,43,3383,1013,131,252,13,608,0,0,9,2370,839,22,0,0,0,1475,34,1255,766,414,352,201,151,489,270,219,2610,1460,920,63,49,118,2279,1033,549,326,245,33,49,44,127,0,127,28708,1345,1255,25,1230,1345,1255,90,90,81,0,9,1345,30,21,9,38,23,87,167,606,394,0,0,1941,1255,785,322,0,0,0,0,148,373500,886,37.2999992370605,22.7999992370605,,,766,289,77,17,64,64,0,131,97,34,477,3373,319,529,466,570,327,1162,3373,1314,897,2211,1162,3383,1428,1955,437,1518
"06037212303","14000US06037212303","Census Tract 2123.03","Census Tract 2123.03, Los Angeles County, California","ca","140","00","ACSSF","0004471",,,,,"06","037",,,,"212303",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3966,3966,65995.22,0.0600952591286137,3966,2305,1661,3966,312,319,115,34,507,1012,755,417,267,191,37,0,30.6,31.3,28.8,3966,1193,285,0,751,0,1622,115,3966,1293,189,276,0,751,0,17,60,2673,1004,9,0,0,0,1605,55,1520,634,389,245,95,150,886,608,278,3220,1952,947,70,9,242,2679,1049,511,409,527,123,48,12,105,22,83,34400,1633,1520,4,1516,1633,1520,113,113,77,0,36,1633,4,4,0,0,32,33,254,619,691,0,0,1943,1520,722,539,9,4,0,0,246,,1070,36.0999984741211,,,,634,200,50,8,52,45,7,90,80,10,434,3941,491,404,399,810,556,1281,3941,1294,1366,2660,1281,3966,1520,2446,620,1826
"06037212304","14000US06037212304","Census Tract 2123.04","Census Tract 2123.04, Los Angeles County, California","ca","140","00","ACSSF","0004472",,,,,"06","037",,,,"212304",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1817,1817,22880.69,0.0794119509434021,1817,913,904,1817,121,120,93,48,221,489,291,197,77,85,40,35,30,27.5,34.2,1817,536,68,13,239,8,915,38,1817,582,245,68,7,239,8,0,15,1235,291,0,6,0,0,915,23,805,387,166,221,60,161,418,232,186,1483,813,412,82,100,76,1214,471,115,356,210,47,15,0,91,21,70,29479,908,805,4,801,908,805,103,103,34,0,69,908,4,4,0,11,0,17,40,608,228,0,0,0,805,406,245,0,0,0,0,154,,949,39.4000015258789,,,,387,105,13,16,11,11,0,65,65,0,282,1817,203,89,332,376,222,595,1817,624,598,1222,595,1817,857,960,216,744
"06037212410","14000US06037212410","Census Tract 2124.10","Census Tract 2124.10, Los Angeles County, California","ca","140","00","ACSSF","0004475",,,,,"06","037",,,,"212410",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4378,4378,72134.97,0.0606917869889745,4378,2436,1942,4378,288,150,140,87,393,1239,789,518,476,205,58,35,34.1,32.6,37,4378,545,288,52,1857,0,1522,114,4378,2412,216,288,0,1831,0,11,66,1966,329,0,52,26,0,1511,48,1713,789,404,385,221,164,924,518,406,3800,1897,1170,145,117,471,3320,1019,560,639,841,141,99,21,136,0,136,43278,1863,1713,23,1690,1863,1713,150,150,64,0,86,1863,41,11,30,0,18,22,116,467,1192,7,0,1966,1713,838,749,0,0,0,11,115,598700,1478,39.0999984741211,21.6000003814697,,,789,111,31,22,19,0,19,39,39,0,678,4378,372,134,155,672,883,2162,4378,661,1555,2216,2162,4378,1599,2779,774,2005
"06037212502","14000US06037212502","Census Tract 2125.02","Census Tract 2125.02, Los Angeles County, California","ca","140","00","ACSSF","0004478",,,,,"06","037",,,,"212502",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2589,2589,23520.98,0.110071938557244,2589,1229,1360,2589,60,108,52,71,309,692,255,487,229,196,69,61,35.1,36.5,32.9,2589,595,183,0,1169,0,505,137,2589,1814,352,183,0,1160,0,0,119,775,243,0,0,9,0,505,18,1211,554,399,155,70,85,657,315,342,2369,1250,912,1,65,141,1989,282,326,397,674,201,97,12,188,0,188,46910,1360,1211,92,1119,1360,1211,149,149,83,0,66,1360,32,32,0,18,17,43,280,470,500,0,0,1967,1211,668,465,0,0,0,0,78,528800,1290,34.2999992370605,40.7999992370605,42.5,14.3000001907349,554,84,44,17,15,15,0,8,0,8,470,2589,115,137,272,259,331,1475,2589,524,590,1114,1475,2589,1355,1234,566,668
"06037212610","14000US06037212610","Census Tract 2126.10","Census Tract 2126.10, Los Angeles County, California","ca","140","00","ACSSF","0004479",,,,,"06","037",,,,"212610",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3896,3896,28252.62,0.137898708411004,3896,1892,2004,3896,148,203,116,28,210,873,608,467,574,433,188,48,42,42.7,39.9,3896,759,166,0,2164,0,692,115,3896,2865,452,166,0,2164,0,17,66,1031,307,0,0,0,0,675,49,1783,895,680,215,53,162,888,451,437,3429,1297,1640,31,183,278,3191,509,663,647,1045,288,34,5,65,10,55,39920,1943,1783,329,1454,1943,1783,160,160,64,0,96,1943,274,241,33,14,144,188,463,476,384,0,0,1962,1783,997,674,0,0,0,0,112,826700,1183,41.7999992370605,25.1000003814697,29.1000003814697,20.2000007629395,895,157,46,10,27,0,27,74,44,30,738,3885,231,131,448,490,508,2077,3885,810,998,1808,2077,3896,1522,2374,1208,1166
"06037212702","14000US06037212702","Census Tract 2127.02","Census Tract 2127.02, Los Angeles County, California","ca","140","00","ACSSF","0004482",,,,,"06","037",,,,"212702",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3684,3684,10835.01,0.340008911238199,3684,1758,1926,3684,186,167,157,26,173,542,572,580,639,346,158,138,45.3,42.5,51.6,3684,945,311,5,1958,0,379,86,3684,3162,762,303,5,1958,0,48,86,522,183,8,0,0,0,331,0,1458,892,658,234,28,206,566,283,283,3174,1208,1390,60,230,286,2975,204,434,810,1088,224,144,71,31,0,31,72273,1570,1458,717,741,1570,1458,112,112,24,17,71,1570,544,536,8,17,142,211,395,261,0,0,0,1952,1458,1001,424,0,0,0,0,33,993100,1721,42.4000015258789,24,26.6000003814697,16.3999996185303,892,106,34,33,7,0,7,32,32,0,786,3590,261,16,242,370,182,2519,3590,519,552,1071,2519,3684,2154,1530,1068,462
"06037214700","14000US06037214700","Census Tract 2147","Census Tract 2147, Los Angeles County, California","ca","140","00","ACSSF","0004499",,,,,"06","037",,,,"214700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2541,2541,11091.7,0.2290902506112,2541,1084,1457,2541,67,110,100,45,107,488,381,340,339,242,225,97,44.6,44,45.3,2541,2095,105,9,174,13,13,132,2541,2320,1887,105,9,174,13,0,132,221,208,0,0,0,0,13,0,1187,526,351,175,61,114,661,296,365,2264,1046,814,14,135,255,2112,72,85,485,778,442,187,63,44,0,44,105522,1353,1187,476,711,1353,1187,166,166,34,0,132,1353,542,491,51,214,162,236,148,20,31,0,0,0,1187,862,229,0,0,0,13,83,1500000,1889,26.7999992370605,18,26.5,11.8000001907349,526,34,0,10,0,0,0,24,0,24,492,2458,128,8,40,80,162,2040,2458,176,242,418,2040,2541,1929,612,417,195
"06037214800","14000US06037214800","Census Tract 2148","Census Tract 2148, Los Angeles County, California","ca","140","00","ACSSF","0004500",,,,,"06","037",,,,"214800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2966,2966,13316.2,0.222736167117377,2966,1175,1791,2966,228,25,84,16,97,1019,627,288,210,271,32,69,35.1,37,32.1,2966,2387,159,7,169,0,113,131,2966,2790,2350,159,7,169,0,0,105,176,37,0,0,0,0,113,26,1419,561,500,61,0,61,858,273,585,2629,1326,1001,22,72,208,2516,78,158,356,1352,350,174,48,16,0,16,106104,1583,1419,361,1058,1583,1419,164,164,46,0,118,1583,316,264,52,253,171,455,201,168,19,0,0,1944,1419,1005,349,0,0,0,0,65,1357500,2012,24.7000007629395,15.8999996185303,23.1000003814697,10.8000001907349,561,21,21,0,0,0,0,0,0,0,540,2929,144,9,24,155,76,2521,2929,177,231,408,2521,2966,2559,407,196,211
"06037215101","14000US06037215101","Census Tract 2151.01","Census Tract 2151.01, Los Angeles County, California","ca","140","00","ACSSF","0004503",,,,,"06","037",,,,"215101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2851,2851,20994.97,0.135794451557305,2851,1160,1691,2851,190,10,0,12,268,1256,528,271,150,124,34,8,31.8,33.5,30,2851,1757,286,0,422,42,276,68,2851,2398,1549,286,0,401,31,71,60,453,208,0,0,21,11,205,8,1674,468,349,119,36,83,1206,483,723,2651,1591,737,18,37,268,2371,12,143,340,1401,364,87,24,19,0,19,64269,1856,1674,121,1553,1856,1674,182,182,96,0,86,1856,0,0,0,27,0,157,309,581,782,0,0,1974,1674,869,757,0,0,0,0,48,677100,1935,35.7999992370605,19.6000003814697,19.8999996185303,18.6000003814697,468,0,0,0,0,0,0,0,0,0,468,2851,183,52,89,185,173,2169,2851,324,358,682,2169,2851,1997,854,401,453
"06037215102","14000US06037215102","Census Tract 2151.02","Census Tract 2151.02, Los Angeles County, California","ca","140","00","ACSSF","0004504",,,,,"06","037",,,,"215102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3025,3025,30403.29,0.099495827779897,3025,1409,1616,3025,88,21,24,33,217,1222,725,375,160,134,26,0,34.3,36.3,32.7,3025,2161,66,16,462,0,187,133,3025,2505,1917,54,0,462,0,7,65,520,244,12,16,0,0,180,68,1946,453,312,141,76,65,1493,732,761,2892,1958,750,21,38,125,2642,32,157,696,994,510,187,66,33,0,33,65000,2218,1946,12,1934,2218,1946,272,272,137,0,135,2218,12,12,0,0,300,367,568,787,184,0,0,0,1946,1086,787,0,0,0,0,73,,1843,33.2000007629395,,,,453,0,0,0,0,0,0,0,0,0,453,3025,175,53,62,184,106,2445,3025,290,290,580,2445,3025,2247,778,374,404
"06037216100","14000US06037216100","Census Tract 2161","Census Tract 2161, Los Angeles County, California","ca","140","00","ACSSF","0004505",,,,,"06","037",,,,"216100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2261,2261,8675.103,0.260630937286196,2261,1142,1119,2261,126,15,127,73,92,345,400,424,202,276,116,65,44.5,38.8,45.9,2261,1262,374,0,445,0,92,88,2261,2075,1171,374,0,445,0,10,75,186,91,0,0,0,0,82,13,995,519,325,194,29,165,476,238,238,1993,863,709,33,126,262,1828,45,108,379,884,219,157,36,83,0,83,100781,1137,995,591,404,1137,995,142,142,0,0,142,1137,671,557,114,256,117,10,0,40,15,28,0,0,995,779,212,0,0,0,0,4,954300,2016,23.2999992370605,19,25.2999992370605,11.6000003814697,519,33,0,0,4,0,4,29,0,29,486,2261,117,17,55,29,162,1881,2261,189,191,380,1881,2261,1840,421,334,87
"06037216200","14000US06037216200","Census Tract 2162","Census Tract 2162, Los Angeles County, California","ca","140","00","ACSSF","0004506",,,,,"06","037",,,,"216200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5494,5494,14754.4,0.372363501298075,5494,2856,2638,5494,309,132,173,77,508,969,1187,1065,515,339,192,28,39.9,39,42.1,5494,2358,1184,19,819,67,695,352,5494,4494,2104,1073,0,819,67,133,298,1000,254,111,19,0,0,562,54,2669,1133,678,455,204,251,1536,716,820,4880,2663,1446,98,18,655,4295,426,254,1097,1340,716,354,108,48,0,48,95707,3063,2669,650,2019,3063,2669,394,394,273,0,121,3063,581,446,135,548,526,232,98,226,852,0,0,1953,2669,1796,803,0,0,0,0,70,1061900,1926,28.2000007629395,21.2000007629395,29.3999996185303,9,1133,133,0,62,58,58,0,13,0,13,1000,5468,339,26,337,275,648,3843,5468,702,923,1625,3843,5494,4211,1283,482,801
"06037216300","14000US06037216300","Census Tract 2163","Census Tract 2163, Los Angeles County, California","ca","140","00","ACSSF","0004507",,,,,"06","037",,,,"216300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4952,4952,10076.25,0.491452470050054,4952,2491,2461,4952,224,201,212,99,258,1524,634,497,662,397,194,50,34.6,34.4,35,4952,3124,660,4,669,36,269,190,4952,4491,2950,645,4,669,36,17,170,461,174,15,0,0,0,252,20,2285,1164,891,273,116,157,1121,666,455,4315,1868,1795,19,151,482,3958,171,310,523,2007,546,216,185,86,16,70,91328,2575,2285,805,1480,2575,2285,290,290,146,47,97,2575,716,614,102,179,412,479,249,270,270,0,0,1948,2285,1668,560,0,0,0,0,57,1249200,1744,28.5,20.2999992370605,20.5,19.7000007629395,1164,0,0,0,0,0,0,0,0,0,1164,4952,57,47,48,210,612,3978,4952,152,822,974,3978,4952,3758,1194,700,494
"06037265100","14000US06037265100","Census Tract 2651","Census Tract 2651, Los Angeles County, California","ca","140","00","ACSSF","0004714",,,,,"06","037",,,,"265100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2528,2528,2771.971,0.911986464802154,2528,1124,1404,2528,100,104,62,72,80,131,179,242,319,373,287,579,64.3,63.3,67.7,2528,2256,41,8,107,0,23,93,2528,2425,2171,41,0,107,0,13,93,103,85,0,8,0,0,10,0,1375,626,553,73,20,53,749,237,512,2262,393,1131,41,447,250,2110,26,199,455,547,302,335,246,38,0,38,107969,1579,1375,799,576,1579,1375,204,204,0,37,167,1579,664,651,13,0,0,28,0,20,867,0,0,1960,1375,737,576,9,0,0,0,53,2000001,2439,34.2000007629395,23.1000003814697,24.7999992370605,20.8999996185303,626,10,0,0,0,0,0,10,10,0,616,2528,110,6,0,133,119,2160,2528,116,252,368,2160,2528,1997,531,387,144
"06037265201","14000US06037265201","Census Tract 2652.01","Census Tract 2652.01, Los Angeles County, California","ca","140","00","ACSSF","0004715",,,,,"06","037",,,,"265201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2623,2623,15481.38,0.169429356429451,2623,1021,1602,2623,72,39,104,53,1052,292,108,173,329,236,134,31,24.7,26.4,21.8,2623,1974,52,0,506,0,27,64,2623,2446,1839,52,0,504,0,5,46,177,135,0,0,2,0,22,18,861,392,342,50,21,29,469,221,248,2408,1480,714,15,52,147,1303,62,78,148,455,326,162,72,386,0,386,87344,1073,861,537,324,1073,861,212,212,24,0,188,1073,364,351,13,0,10,0,16,164,519,0,0,1969,861,397,347,0,0,0,0,117,2000001,1785,44.5,22.2999992370605,26.2000007629395,9,392,6,0,6,0,0,0,0,0,0,386,1950,389,11,64,50,73,1363,1950,464,123,587,1363,2623,1866,757,392,365
"06037265202","14000US06037265202","Census Tract 2652.02","Census Tract 2652.02, Los Angeles County, California","ca","140","00","ACSSF","0004716",,,,,"06","037",,,,"265202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3792,3792,17071.03,0.222130758906991,3792,1819,1973,3792,77,105,79,98,918,639,171,475,362,326,267,275,34.7,35,34,3792,2149,44,0,811,0,566,222,3792,3163,2044,44,0,811,0,55,209,629,105,0,0,0,0,511,13,1923,638,323,315,104,211,1285,625,660,3531,1620,974,62,435,440,2515,262,153,551,560,547,264,178,149,0,149,64083,2355,1923,658,1265,2355,1923,432,432,134,0,298,2355,203,136,67,0,19,89,63,299,1682,0,0,1971,1923,760,1105,0,0,13,33,12,957000,2656,51,23.8999996185303,36.7999992370605,20.1000003814697,638,43,0,0,0,0,0,43,0,43,595,3776,676,86,84,126,489,2315,3776,846,615,1461,2315,3792,2398,1394,598,796
"06037265305","14000US06037265305","Census Tract 2653.05","Census Tract 2653.05, Los Angeles County, California","ca","140","00","ACSSF","0004720",,,,,"06","037",,,,"265305",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3788,3788,31564.89,0.120006733621932,3788,1803,1985,3788,32,56,12,0,2329,854,350,75,68,12,0,0,22.6,23.9,21.9,3788,1913,13,4,1421,0,137,300,3788,3245,1584,13,1,1421,0,5,221,543,329,0,3,0,0,132,79,1659,93,93,0,0,0,1566,781,785,3688,3333,287,12,12,44,1359,0,0,210,376,376,156,241,313,0,313,18668,1986,1659,26,1633,1986,1659,327,327,259,0,68,1986,34,13,21,0,31,123,186,468,1144,0,0,1979,1659,521,927,0,0,0,11,200,,1832,51,,,,93,0,0,0,0,0,0,0,0,0,93,3345,1654,261,160,88,117,1065,3345,2075,205,2280,1065,3788,2696,1092,164,928
"06037265510","14000US06037265510","Census Tract 2655.10","Census Tract 2655.10, Los Angeles County, California","ca","140","00","ACSSF","0004723",,,,,"06","037",,,,"265510",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4786,4786,32325.21,0.148057828839361,4786,1869,2917,4786,177,96,26,97,1860,1111,465,261,234,230,133,96,25.7,32.5,22.5,4786,2507,185,33,1863,0,61,137,4786,4511,2318,185,33,1838,0,0,137,275,189,0,0,25,0,61,0,2234,653,495,158,49,109,1581,718,863,4487,3051,1130,0,67,239,2530,0,71,570,756,590,283,260,183,0,183,52917,2506,2234,243,1991,2506,2234,272,272,50,62,160,2506,111,103,8,0,14,47,357,908,1056,13,0,1978,2234,667,1213,0,0,0,0,354,677800,2122,51,17.1000003814697,17.1000003814697,17.2999992370605,653,110,0,51,0,0,0,59,38,21,543,4786,1542,172,256,100,238,2478,4786,1970,338,2308,2478,4786,2429,2357,772,1585
"06037265602","14000US06037265602","Census Tract 2656.02","Census Tract 2656.02, Los Angeles County, California","ca","140","00","ACSSF","0004726",,,,,"06","037",,,,"265602",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2874,2874,22160.04,0.129692878885925,2874,1203,1671,2874,121,129,63,39,257,505,210,344,389,400,247,170,51,53.3,45.6,2874,2140,67,0,396,0,90,181,2874,2637,1993,67,0,396,0,0,181,237,147,0,0,0,0,90,0,1407,628,548,80,39,41,779,253,526,2561,874,1107,55,229,296,2265,42,201,314,854,405,314,135,94,0,94,122426,1817,1407,815,592,1817,1407,410,410,53,57,300,1817,350,282,68,0,31,74,126,216,1020,0,0,1982,1407,654,681,0,0,0,0,72,1104200,2733,28.1000003814697,28.3999996185303,30.8999996185303,24.5,628,11,0,11,0,0,0,0,0,0,617,2874,184,34,39,123,51,2443,2874,257,174,431,2443,2874,1906,968,733,235
"06037265700","14000US06037265700","Census Tract 2657","Census Tract 2657, Los Angeles County, California","ca","140","00","ACSSF","0004727",,,,,"06","037",,,,"265700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4866,4866,10220.55,0.476099503163721,4866,1988,2878,4866,159,239,151,195,139,716,509,698,743,515,508,294,47.9,47.2,52.4,4866,3683,75,0,593,0,185,330,4866,4529,3531,75,0,593,0,0,330,337,152,0,0,0,0,185,0,2411,1031,819,212,111,101,1380,474,906,4317,1620,1733,39,336,589,3983,153,378,600,1489,851,313,199,139,0,139,80685,2707,2411,1071,1340,2707,2411,296,296,51,0,245,2707,630,630,0,0,202,220,309,465,881,0,0,1970,2411,1392,969,0,0,17,0,33,1594900,1999,42.2000007629395,19.2999992370605,23.8999996185303,12.3000001907349,1031,87,46,36,0,0,0,5,0,5,944,4848,401,114,75,305,130,3823,4848,590,435,1025,3823,4866,3326,1540,1106,434
"06037700700","14000US06037700700","Census Tract 7007","Census Tract 7007, Los Angeles County, California","ca","140","00","ACSSF","0005982",,,,,"06","037",,,,"700700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3537,3537,2594.984,1.36301403713067,3537,1704,1833,3537,140,165,466,206,316,159,337,571,541,361,156,119,43.9,47.1,41.9,3537,3088,3,15,134,0,100,197,3537,3387,3039,3,15,134,0,0,196,150,49,0,0,0,0,100,1,1101,793,726,67,9,58,308,112,196,2766,792,1689,16,172,97,2244,141,257,434,657,220,423,112,277,0,277,209890,1341,1101,1022,79,1341,1101,240,240,44,49,147,1341,1326,1311,15,0,0,0,0,0,0,15,0,1952,1101,880,221,0,0,0,0,0,2000001,1915,25.6000003814697,26.5,36.2999992370605,9,793,9,0,9,0,0,0,0,0,0,784,3537,30,0,55,84,34,3334,3537,85,118,203,3334,3537,2434,1103,1024,79
"06037700801","14000US06037700801","Census Tract 7008.01","Census Tract 7008.01, Los Angeles County, California","ca","140","00","ACSSF","0005983",,,,,"06","037",,,,"700801",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4924,4924,8766.428,0.561688316702626,4924,2191,2733,4924,37,199,196,141,151,992,604,718,391,557,549,389,47.8,40.9,50.7,4924,3767,52,0,814,0,179,112,4924,4613,3546,52,0,814,0,89,112,311,221,0,0,0,0,90,0,2518,1318,1026,292,141,151,1200,428,772,4492,1257,2126,0,767,342,4200,354,712,1025,1217,487,205,200,102,0,102,86216,3197,2518,732,1786,3197,2518,679,679,42,37,600,3197,591,537,54,61,180,458,423,1168,316,0,0,1968,2518,1288,1117,13,0,29,0,71,1110200,2488,29.8999996185303,32.4000015258789,43.5,26.2000007629395,1318,158,18,140,0,0,0,0,0,0,1160,4924,235,138,250,428,159,3714,4924,623,587,1210,3714,4924,2506,2418,1961,457
"06037700802","14000US06037700802","Census Tract 7008.02","Census Tract 7008.02, Los Angeles County, California","ca","140","00","ACSSF","0005984",,,,,"06","037",,,,"700802",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4066,4066,15361.79,0.264682693510549,4066,1878,2188,4066,121,127,258,99,259,803,515,443,468,431,378,164,41.7,39.1,44.9,4066,2965,266,0,499,0,259,77,4066,3581,2739,266,0,499,0,0,77,485,226,0,0,0,0,259,0,2025,812,589,223,61,162,1213,477,736,3560,1398,1246,123,308,485,3202,77,422,806,1082,432,270,113,77,0,77,67422,2313,2025,463,1562,2313,2025,288,288,126,31,131,2313,293,293,0,117,213,603,523,335,229,0,0,1959,2025,1164,827,0,0,0,0,34,1184900,1836,32.5,27.7000007629395,32.7999992370605,24.7000007629395,812,55,0,9,0,0,0,46,35,11,757,4066,252,98,117,245,309,3045,4066,467,554,1021,3045,4066,2297,1769,1236,533
"06037700901","14000US06037700901","Census Tract 7009.01","Census Tract 7009.01, Los Angeles County, California","ca","140","00","ACSSF","0005985",,,,,"06","037",,,,"700901",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3495,3495,8578.46,0.407415787254613,3495,1688,1807,3495,146,222,187,172,200,552,385,556,518,248,237,72,43.8,37.3,44.8,3495,2816,31,0,505,0,43,100,3495,3262,2627,31,0,505,0,23,76,233,189,0,0,0,0,20,24,1530,830,704,126,14,112,700,215,485,2940,1007,1506,27,184,216,2568,100,229,527,1041,325,296,50,180,0,180,84500,1791,1530,685,845,1791,1530,261,261,56,0,205,1791,834,834,0,114,179,183,276,205,0,0,0,0,1530,1183,328,0,0,8,0,11,1635700,1971,35,18.3999996185303,28.3999996185303,12.5,830,46,13,0,0,0,0,33,33,0,784,3495,92,106,92,13,105,3087,3495,290,118,408,3087,3495,2405,1090,850,240
